Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls,Appearances,Age Range,Position,League,Level
Andy Polar,0.15,0.03,45.57,2.35,0.0,0.25,1.53,0.38,0.0,0.15,0.0,0.38,0.24,0.21,31.56,84.81,11.74,70.49,0.0,0.24,0.0,0.0,0.62,0.18,0.12,0.0,36.36,60.39,3.53,0.82,34,2,3,Peru Liga 1,3
Pablo Lavandeira,0.31,0.11,41.46,1.74,0.06,0.0,1.06,0.63,0.0,0.26,0.0,0.54,0.26,0.29,26.31,70.03,7.46,43.53,0.0,0.2,0.0,0.0,0.37,0.09,0.09,0.0,34.92,44.01,1.91,1.26,35,3,3,Peru Liga 1,3
Luis Benites,0.56,0.06,46.88,2.32,0.0,0.0,0.5,0.24,0.0,0.09,0.0,0.21,0.18,0.18,22.74,80.47,7.91,56.94,0.0,0.0,0.0,0.0,0.47,0.06,0.15,0.0,38.46,49.66,1.03,0.47,34,2,3,Peru Liga 1,3
Marcos Lliuya,0.03,0.03,66.67,1.74,0.0,0.0,0.68,0.15,0.0,0.03,0.0,0.59,0.21,0.21,62.41,84.26,25.76,72.5,0.0,0.15,0.0,0.0,0.76,0.15,0.03,0.0,16.67,43.75,1.06,0.29,34,3,3,Peru Liga 1,3
Luis Urruti,0.0,0.0,33.33,1.67,0.0,0.0,0.44,0.33,0.0,0.22,0.0,0.0,0.22,0.44,10.11,68.13,4.11,58.33,0.0,0.0,0.0,0.0,0.22,0.0,0.11,0.0,50.0,57.5,1.44,0.44,9,3,4,Peru Liga 1,3
Cristian Techera,0.43,0.22,46.51,3.04,0.04,0.4,0.35,0.26,0.0,0.13,0.0,0.48,0.22,0.17,19.26,79.46,6.43,64.38,0.0,0.0,0.0,0.0,1.35,0.22,0.22,0.0,22.73,41.99,1.87,1.22,23,3,3,Peru Liga 1,3
Donald Millán,0.23,0.04,71.43,1.5,0.0,0.0,1.46,0.27,0.0,0.81,0.0,0.77,0.15,0.23,40.38,77.71,11.77,51.7,0.0,0.08,0.0,0.0,1.27,0.12,0.27,0.0,50.0,55.65,1.62,1.08,26,3,3,Peru Liga 1,3
Jorge Cabezudo,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,24.75,75.76,1.5,51.11,3.75,0.5,0.0,0.0,1.0,0.25,0.0,0.0,50.0,83.33,0.5,0.0,4,1,1,Peru Liga 1,3
Hernán Barcos,0.55,0.24,46.0,2.82,0.09,0.0,0.73,0.18,0.0,1.61,0.0,0.52,0.27,0.15,23.73,63.22,6.82,53.85,0.0,0.36,0.0,0.0,0.58,0.12,0.27,0.0,51.08,43.92,1.27,1.42,33,3,4,Peru Liga 1,3
Luis Haquín,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,27.0,81.48,3.0,72.73,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,1,2,2,Peru Liga 1,3
Angel Azurin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,72.73,0.0,28.57,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,1,Peru Liga 1,3
Roberto Ovelar,0.42,0.23,54.39,2.85,0.0,0.0,0.58,0.15,0.0,0.81,0.04,0.42,0.23,0.19,28.0,76.65,8.04,78.26,0.0,0.04,0.0,0.0,1.58,0.19,0.27,0.04,62.26,53.82,1.92,1.0,26,3,4,Peru Liga 1,3
Carlos Ross,0.12,0.12,43.48,1.67,0.0,0.43,0.09,0.09,0.0,0.58,0.0,0.12,0.48,0.33,25.03,81.6,11.03,56.25,0.0,0.09,0.0,0.0,0.82,0.15,0.03,0.0,17.65,29.89,0.3,0.39,33,3,3,Peru Liga 1,3
Alexis Arias,0.03,0.11,55.56,1.25,0.0,0.0,0.75,0.39,0.0,0.33,0.0,0.39,0.22,0.17,30.89,75.99,9.83,53.1,0.0,0.08,0.0,0.0,0.53,0.06,0.14,0.0,51.52,57.95,1.36,0.67,36,2,3,Peru Liga 1,3
Jairo Vélez,0.32,0.11,44.78,2.75,0.11,0.0,1.54,0.5,0.0,0.21,0.0,0.75,0.21,0.25,32.43,71.92,10.11,51.9,0.0,0.11,0.0,0.0,0.71,0.11,0.32,0.0,42.86,40.55,1.86,1.89,28,2,3,Peru Liga 1,3
Gino Peruzzi,0.06,0.0,14.29,0.35,0.0,0.0,2.0,1.0,0.0,2.53,0.0,0.53,0.24,0.24,29.71,82.38,5.18,51.61,0.0,0.53,0.0,0.0,0.41,0.12,0.24,0.0,56.25,58.14,1.82,1.47,17,3,2,Peru Liga 1,3
Nelson Cabanillas,0.0,0.0,51.72,0.38,0.0,0.0,2.0,1.65,0.0,1.38,0.0,0.65,0.12,0.15,32.62,76.65,5.92,42.03,0.0,0.38,0.0,0.0,0.58,0.04,0.19,0.0,50.0,60.1,1.73,1.12,26,1,3,Peru Liga 1,3
Joel Pinto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,23.5,78.72,0.5,56.52,2.5,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2,3,1,Peru Liga 1,3
Matías Pérez García,0.06,0.06,64.29,0.84,0.0,0.0,2.63,0.66,0.03,0.63,0.0,0.53,0.13,0.06,33.06,82.42,8.06,59.5,0.0,0.09,0.0,0.0,1.09,0.13,0.22,0.03,39.13,62.66,2.44,1.28,32,3,3,Peru Liga 1,3
Paolo Reyna,0.06,0.06,56.67,0.85,0.06,0.0,3.03,2.06,0.0,1.35,0.0,0.71,0.18,0.12,33.44,75.46,7.47,41.67,0.0,0.5,0.0,0.0,0.62,0.06,0.26,0.0,60.56,58.72,0.85,1.38,34,1,2,Peru Liga 1,3
Sebastian Cavero,0.0,0.0,66.67,0.17,0.0,0.0,4.33,1.67,0.0,2.0,0.0,0.5,0.0,0.0,19.83,74.79,3.0,38.89,0.0,0.33,0.0,0.0,1.33,0.0,0.33,0.0,33.33,67.86,0.83,0.67,6,1,2,Peru Liga 1,3
Ricardo Lagos,0.03,0.0,45.0,0.87,0.0,0.0,2.35,1.97,0.0,2.16,0.0,0.94,0.13,0.03,40.81,75.34,7.68,38.57,0.0,0.52,0.0,0.0,0.58,0.1,0.16,0.0,42.37,50.0,0.42,1.19,31,2,2,Peru Liga 1,3
Horacio Calcaterra,0.03,0.0,57.14,1.06,0.0,0.0,2.06,1.13,0.0,0.47,0.0,1.25,0.38,0.22,47.94,83.64,13.03,76.11,0.0,0.25,0.0,0.0,1.0,0.13,0.34,0.0,51.52,54.48,1.97,1.53,32,3,3,Peru Liga 1,3
Adrián Fernández,0.38,0.08,36.84,2.54,0.21,0.0,0.33,0.04,0.0,1.63,0.0,0.33,0.25,0.08,16.25,61.79,3.63,47.83,0.0,0.13,0.0,0.0,0.58,0.21,0.38,0.0,54.49,46.88,1.46,1.54,24,3,4,Peru Liga 1,3
Yordi Vílchez,0.03,0.0,88.89,0.55,0.03,0.0,1.77,2.35,0.0,3.0,0.0,0.55,0.16,0.1,48.42,77.22,4.97,44.59,0.0,0.48,0.0,0.0,0.45,0.06,0.39,0.0,45.54,50.0,0.29,1.29,31,2,2,Peru Liga 1,3
Manuel Heredia,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,1.48,0.0,0.04,0.0,0.0,21.33,51.39,0.96,40.09,3.67,0.22,0.3,0.15,1.19,0.22,0.07,0.0,80.0,84.62,0.3,0.0,27,3,1,Peru Liga 1,3
Hernán Novick,0.15,0.1,63.64,1.15,0.0,0.0,0.15,0.3,0.0,0.0,0.0,0.2,0.3,0.15,21.5,79.07,5.0,49.09,0.0,0.0,0.0,0.0,0.25,0.05,0.15,0.0,22.22,62.5,1.4,0.15,20,3,3,Peru Liga 1,3
Jesús Castillo,0.03,0.03,71.43,1.07,0.0,0.0,3.24,1.93,0.0,1.76,0.0,0.72,0.03,0.0,32.59,77.78,7.17,43.36,0.0,0.07,0.0,0.0,1.03,0.17,0.52,0.03,53.25,63.55,3.55,2.17,29,1,3,Peru Liga 1,3
William Mimbela,0.4,0.0,80.0,1.8,0.0,0.0,1.2,0.2,0.0,0.2,0.0,0.4,0.2,0.4,13.0,73.85,4.0,54.55,0.0,0.0,0.0,0.0,0.8,0.0,0.6,0.0,0.0,58.06,1.6,1.0,5,3,3,Peru Liga 1,3
Jimmy Valoyes,0.03,0.03,80.49,1.03,0.0,0.0,1.38,1.38,0.0,3.34,0.1,0.28,0.07,0.1,56.14,77.76,7.93,57.74,0.0,0.41,0.0,0.0,0.83,0.17,0.38,0.03,73.08,64.12,1.31,1.62,29,3,2,Peru Liga 1,3
Irven Ávila,0.29,0.17,44.23,1.8,0.03,0.0,0.51,0.09,0.0,0.06,0.0,0.37,0.37,0.31,26.57,80.54,9.51,72.73,0.0,0.06,0.0,0.0,0.8,0.14,0.09,0.0,39.18,40.86,1.29,1.37,35,3,4,Peru Liga 1,3
Joel López Pisano,0.26,0.04,67.8,1.43,0.04,1.09,1.7,0.43,0.0,0.26,0.0,0.91,0.09,0.48,35.3,76.97,8.91,58.06,0.0,0.13,0.0,0.0,0.96,0.04,0.22,0.04,44.44,53.77,0.87,0.83,23,2,3,Peru Liga 1,3
Jairo Concha,0.19,0.03,59.65,1.45,0.0,0.0,1.71,0.94,0.0,0.52,0.0,0.9,0.1,0.03,41.94,82.0,11.84,59.86,0.0,0.06,0.0,0.0,0.45,0.1,0.16,0.03,64.29,53.29,1.84,1.13,31,1,3,Peru Liga 1,3
Yoshimar Yotún,0.13,0.19,63.64,1.06,0.0,0.0,1.56,0.88,0.0,0.25,0.0,1.25,0.19,0.06,48.63,88.69,13.69,78.48,0.0,0.13,0.0,0.0,0.75,0.13,0.38,0.0,63.64,53.72,1.63,1.0,16,3,3,Peru Liga 1,3
Fernando Márquez,0.67,0.17,55.56,2.5,0.17,0.0,2.0,0.5,0.0,0.17,0.0,1.0,0.33,0.33,20.17,67.77,4.0,50.0,0.0,0.17,0.0,0.0,1.17,0.0,0.5,0.33,50.0,51.52,1.17,1.33,6,3,4,Peru Liga 1,3
Patricio Arce,0.25,0.0,12.5,1.0,0.0,12.5,1.25,0.25,0.0,0.0,0.0,0.5,0.0,0.0,49.0,79.08,12.5,52.94,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.0,60.0,41.38,0.75,0.75,4,2,3,Peru Liga 1,3
Leonardo Rugel,0.2,0.0,0.0,1.2,0.0,0.0,1.6,1.4,0.0,3.0,0.0,1.2,0.0,0.0,47.6,87.39,3.0,57.78,0.0,0.6,0.0,0.0,0.2,0.0,0.2,0.0,44.44,44.12,0.6,1.8,5,1,2,Peru Liga 1,3
Facundo Peraza,0.45,0.3,42.86,2.12,0.06,0.0,0.42,0.09,0.0,0.48,0.0,0.18,0.09,0.15,15.7,65.83,4.27,52.0,0.0,0.15,0.0,0.0,1.24,0.09,0.09,0.0,40.54,51.5,2.73,0.79,33,3,4,Peru Liga 1,3
Rodrigo Salinas,0.59,0.23,51.52,2.05,0.18,0.0,0.59,0.09,0.0,0.82,0.0,0.36,0.09,0.36,23.23,63.99,5.86,31.25,0.0,0.18,0.0,0.0,0.82,0.09,0.18,0.0,56.67,48.79,0.91,0.82,22,3,3,Peru Liga 1,3
Jersson Vásquez,0.03,0.06,40.0,0.66,0.0,0.0,1.09,1.53,0.03,2.28,0.0,0.53,0.22,0.22,36.25,77.93,6.38,51.83,0.0,0.34,0.0,0.0,0.84,0.09,0.19,0.0,56.9,52.48,0.94,0.88,32,3,2,Peru Liga 1,3
Róger Torres,0.27,0.03,35.29,0.97,0.0,0.3,0.53,0.3,0.0,0.07,0.0,0.53,0.37,0.33,26.17,71.46,7.2,43.62,0.0,0.0,0.0,0.0,0.63,0.17,0.1,0.0,25.93,32.48,0.53,1.03,30,3,3,Peru Liga 1,3
Edy Renteria,0.11,0.11,50.0,1.67,0.0,5.56,2.44,2.11,0.0,2.89,0.0,0.78,0.0,0.0,26.33,77.22,2.89,53.19,0.0,0.11,0.0,0.0,1.78,0.11,0.33,0.0,63.89,61.7,1.33,1.44,9,2,2,Peru Liga 1,3
Alejandro Ramos,0.06,0.03,62.5,0.81,0.0,0.0,1.69,1.31,0.0,1.03,0.0,0.34,0.09,0.03,38.38,81.76,9.56,58.16,0.0,0.56,0.0,0.0,0.66,0.03,0.19,0.0,66.67,53.33,0.38,1.06,32,2,2,Peru Liga 1,3
Nicolás Marotta,0.12,0.08,66.67,1.0,0.08,0.0,1.0,1.56,0.04,4.4,0.0,0.4,0.04,0.04,32.12,77.71,1.68,48.47,0.0,0.36,0.0,0.0,0.76,0.16,0.36,0.0,56.7,52.97,0.56,1.2,25,2,2,Peru Liga 1,3
José Carvallo,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.03,0.0,0.67,0.0,0.0,0.0,0.0,21.77,67.84,0.57,40.82,2.83,0.5,0.1,0.0,0.7,0.03,0.1,0.0,66.67,87.5,0.13,0.0,30,3,1,Peru Liga 1,3
Federico Alonso,0.12,0.04,100.0,1.15,0.08,0.0,2.0,1.73,0.0,2.31,0.04,0.62,0.0,0.0,40.65,77.01,3.15,43.57,0.0,0.38,0.0,0.0,0.77,0.04,0.31,0.0,73.21,66.47,0.42,0.88,26,3,2,Peru Liga 1,3
Raúl Fernández,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.05,0.05,1.14,0.0,0.0,0.0,0.0,23.32,71.15,0.73,42.63,3.55,0.32,0.18,0.09,1.23,0.09,0.14,0.05,50.0,66.67,0.14,0.05,22,3,1,Peru Liga 1,3
Ángelo Campos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.04,0.0,23.22,56.62,1.78,41.94,2.96,0.44,0.11,0.0,0.63,0.15,0.19,0.04,66.67,92.31,0.37,0.0,27,2,1,Peru Liga 1,3
Carlos Grados,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.0,0.79,0.0,0.03,0.0,0.0,26.15,66.86,1.12,40.22,2.97,0.33,0.15,0.03,0.91,0.09,0.12,0.0,92.86,91.67,0.27,0.03,33,2,1,Peru Liga 1,3
Alejandro Hohberg,0.34,0.25,27.27,1.94,0.03,0.0,0.84,0.16,0.0,0.19,0.0,0.22,0.06,0.06,16.34,78.59,5.47,67.35,0.0,0.03,0.0,0.0,0.5,0.0,0.06,0.03,46.15,51.3,0.63,0.41,32,3,4,Peru Liga 1,3
Federico Ramos,0.0,0.0,57.14,1.0,0.0,0.0,1.0,0.17,0.0,0.17,0.0,0.83,0.17,0.0,17.0,72.55,4.83,42.86,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,33.33,57.14,1.83,0.5,6,3,4,Peru Liga 1,3
Alejandro Duarte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.28,0.0,0.0,0.0,0.0,20.28,71.79,0.92,46.97,3.32,0.44,0.08,0.0,0.92,0.12,0.16,0.0,75.0,83.33,0.16,0.0,25,2,1,Peru Liga 1,3
Yonatan Murillo,0.0,0.03,100.0,0.41,0.0,0.0,1.41,1.47,0.0,4.22,0.0,0.44,0.03,0.03,34.09,77.73,2.56,43.12,0.0,0.34,0.0,0.0,0.75,0.25,0.19,0.0,61.76,60.39,0.41,1.03,32,3,2,Peru Liga 1,3
Gaspar Gentile,0.42,0.1,38.98,2.71,0.0,0.0,1.1,0.52,0.0,0.23,0.0,0.81,0.23,0.19,21.71,72.51,7.48,44.19,0.0,0.13,0.0,0.0,1.26,0.13,0.13,0.0,25.93,42.61,2.03,0.81,31,2,3,Peru Liga 1,3
Josué Estrada,0.03,0.03,43.75,1.03,0.0,0.0,1.29,0.97,0.06,1.29,0.0,0.58,0.19,0.23,29.65,76.5,6.58,49.68,0.0,0.26,0.0,0.0,0.77,0.32,0.29,0.03,58.33,47.24,0.39,1.13,31,2,2,Peru Liga 1,3
Janio Pósito,0.58,0.23,16.67,2.46,0.12,0.0,0.35,0.12,0.04,0.15,0.0,0.31,0.04,0.08,16.08,74.64,4.88,58.33,0.0,0.08,0.0,0.0,0.58,0.23,0.04,0.08,34.83,38.66,1.27,1.23,26,3,4,Peru Liga 1,3
Paolo Fuentes,0.13,0.0,66.67,0.38,0.06,0.0,0.63,1.44,0.06,2.63,0.0,0.06,0.13,0.06,35.38,83.57,2.63,58.7,0.0,0.31,0.0,0.0,0.94,0.25,0.44,0.0,60.42,56.84,0.81,1.31,16,2,2,Peru Liga 1,3
Diego Buonanotte,0.26,0.05,42.86,1.37,0.0,0.0,0.32,0.11,0.0,0.0,0.0,0.26,0.0,0.11,18.47,83.76,6.16,66.67,0.0,0.05,0.0,0.0,0.32,0.11,0.11,0.0,25.0,54.29,1.16,0.32,19,3,3,Peru Liga 1,3
Robert Ardiles,0.11,0.04,55.0,1.11,0.0,0.0,0.71,0.14,0.0,0.07,0.0,0.64,0.14,0.14,25.68,76.63,9.07,57.33,0.0,0.04,0.0,0.0,0.79,0.11,0.29,0.0,23.81,49.37,1.5,0.46,28,3,3,Peru Liga 1,3
Pablo Míguez,0.16,0.0,50.0,0.4,0.12,0.0,0.92,1.16,0.04,3.52,0.04,0.2,0.0,0.04,35.64,82.94,1.96,48.63,0.0,0.36,0.0,0.0,0.48,0.16,0.24,0.0,60.27,59.29,0.6,0.84,25,3,2,Peru Liga 1,3
Omar Merlo,0.09,0.03,50.0,0.85,0.03,0.0,0.76,1.03,0.0,3.45,0.03,0.39,0.0,0.0,44.52,84.28,3.45,55.33,0.0,0.42,0.0,0.0,0.91,0.15,0.15,0.03,50.0,53.8,0.45,0.33,33,3,2,Peru Liga 1,3
Jhon Narvaez,0.04,0.04,71.88,0.44,0.04,0.0,3.0,2.07,0.19,3.67,0.0,0.52,0.0,0.0,33.11,75.06,3.63,45.23,0.0,0.19,0.0,0.0,1.37,0.11,0.44,0.04,64.62,61.15,0.48,1.78,27,3,2,Peru Liga 1,3
Luis Iberico,0.37,0.2,36.51,2.34,0.09,0.0,0.89,0.29,0.0,0.74,0.0,0.29,0.14,0.03,18.49,75.43,7.09,50.0,0.0,0.14,0.0,0.0,0.54,0.03,0.11,0.0,45.95,41.96,1.31,1.49,35,2,4,Peru Liga 1,3
Adrián Ugarriza,0.36,0.36,51.9,3.11,0.07,0.0,0.57,0.39,0.0,0.5,0.0,0.57,0.07,0.11,16.79,71.49,5.79,58.82,0.0,0.18,0.0,0.0,0.68,0.21,0.18,0.04,47.37,48.55,2.11,1.04,28,2,4,Peru Liga 1,3
Sebastián Gularte,0.31,0.38,14.29,2.92,0.0,0.0,0.23,0.15,0.0,0.62,0.0,0.08,0.08,0.08,12.38,72.05,3.46,33.33,0.0,0.08,0.0,0.0,0.85,0.23,0.15,0.0,45.59,50.41,2.08,1.08,13,3,4,Peru Liga 1,3
Patricio Álvarez,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.68,0.03,0.06,0.0,0.0,25.9,57.29,2.29,41.05,3.55,0.26,0.35,0.13,1.48,0.1,0.03,0.0,83.33,76.92,0.13,0.0,31,2,1,Peru Liga 1,3
Martín Pérez Guedes,0.24,0.11,46.88,1.54,0.03,0.0,0.76,0.3,0.0,0.16,0.0,0.16,0.08,0.08,29.03,81.75,7.35,72.82,0.0,0.05,0.0,0.0,0.49,0.0,0.11,0.0,58.54,49.45,0.65,0.7,37,3,3,Peru Liga 1,3
Yorleys Mena,0.58,0.19,35.94,3.23,0.08,0.0,0.85,0.46,0.0,0.58,0.0,1.04,0.15,0.12,19.0,71.66,4.62,45.16,0.0,0.19,0.0,0.0,0.81,0.08,0.23,0.04,34.78,30.49,0.92,1.5,26,3,4,Peru Liga 1,3
Piero Quispe,0.09,0.03,65.38,1.06,0.0,0.0,1.41,0.5,0.0,0.09,0.0,0.53,0.09,0.12,34.56,87.66,10.85,71.43,0.0,0.03,0.0,0.0,0.71,0.06,0.09,0.0,14.29,55.49,2.35,1.0,34,1,3,Peru Liga 1,3
Josepmir Ballón,0.03,0.0,72.73,0.53,0.0,0.0,2.21,1.29,0.0,1.06,0.0,0.76,0.09,0.06,42.76,87.28,5.41,63.49,0.0,0.5,0.0,0.0,0.59,0.12,0.21,0.0,69.7,53.39,0.59,1.68,34,3,3,Peru Liga 1,3
Ricardo Salcedo,0.0,0.0,77.14,0.72,0.0,0.0,3.14,1.14,0.0,1.07,0.0,0.83,0.03,0.0,37.79,87.96,8.45,68.09,0.0,0.24,0.0,0.0,0.72,0.03,0.21,0.03,40.63,55.41,1.31,1.97,29,3,3,Peru Liga 1,3
Jostin Alarcón,0.18,0.04,50.79,1.89,0.07,0.0,1.07,0.39,0.0,0.25,0.0,0.5,0.18,0.21,24.21,83.92,7.64,69.77,0.0,0.11,0.0,0.0,1.11,0.07,0.21,0.04,23.81,47.86,2.0,0.89,28,1,3,Peru Liga 1,3
Leonel Galeano,0.04,0.0,80.0,0.93,0.0,0.0,1.0,1.37,0.0,3.11,0.0,0.52,0.04,0.04,44.96,79.32,4.15,50.18,0.0,0.41,0.0,0.0,0.63,0.07,0.33,0.0,68.35,57.93,0.37,1.07,27,3,2,Peru Liga 1,3
Fernando Guerrero,0.14,0.11,73.53,1.0,0.0,0.0,0.82,0.36,0.0,0.11,0.0,0.21,0.18,0.14,17.21,80.91,6.39,55.0,0.0,0.07,0.0,0.0,0.46,0.14,0.14,0.0,52.63,58.28,1.07,0.86,28,3,3,Peru Liga 1,3
Edhu Oliva,0.0,0.05,66.67,1.05,0.0,0.0,0.85,0.1,0.0,0.2,0.0,0.55,0.25,0.2,33.4,78.74,9.5,60.4,0.0,0.0,0.0,0.0,1.5,0.1,0.1,0.0,38.46,48.57,1.6,0.95,20,2,3,Peru Liga 1,3
Ángel Zamudio,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.79,0.06,0.0,0.0,0.0,24.42,66.13,0.97,39.68,3.0,0.33,0.09,0.0,0.91,0.18,0.03,0.0,75.0,87.5,0.18,0.0,33,2,1,Peru Liga 1,3
Pedro Ynamine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,44.93,2.67,35.59,4.33,0.0,0.33,0.0,1.33,0.0,0.0,0.0,100.0,100.0,0.0,0.0,3,2,1,Peru Liga 1,3
Diego Penny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.03,0.0,0.0,21.9,53.12,2.03,40.75,3.03,0.3,0.23,0.03,0.97,0.27,0.17,0.03,88.89,86.67,0.23,0.0,30,3,1,Peru Liga 1,3
Fernando Melgar,0.13,0.0,0.0,0.75,0.0,0.0,1.13,0.75,0.0,0.25,0.0,0.63,0.25,0.38,15.75,75.4,2.63,63.64,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,37.5,43.33,0.13,0.63,8,1,3,Peru Liga 1,3
Carlos Cáceda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.52,0.0,0.0,0.0,0.0,27.52,77.2,1.45,49.12,2.06,0.61,0.06,0.0,0.67,0.03,0.06,0.0,100.0,88.89,0.18,0.0,33,3,1,Peru Liga 1,3
Renzo Garces,0.04,0.04,66.67,0.46,0.04,0.0,0.93,1.39,0.04,4.11,0.0,0.21,0.0,0.04,49.75,85.28,2.79,57.66,0.0,0.25,0.0,0.0,0.89,0.11,0.29,0.04,62.39,54.94,1.0,1.75,28,2,2,Peru Liga 1,3
Nicolás Rinaldi,0.17,0.07,61.11,1.2,0.03,0.0,2.17,0.7,0.0,1.03,0.03,0.57,0.1,0.03,28.17,81.07,6.87,55.05,0.0,0.07,0.0,0.0,0.63,0.2,0.2,0.03,60.53,55.17,0.97,1.53,30,2,3,Peru Liga 1,3
Rodrigo Pastorini,0.22,0.09,55.56,1.47,0.0,0.39,0.53,0.31,0.0,0.88,0.0,0.38,0.16,0.03,20.84,68.97,5.97,47.73,0.0,0.03,0.0,0.0,1.0,0.13,0.09,0.03,49.26,46.25,0.72,0.88,32,3,4,Peru Liga 1,3
Diego Enríquez,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.0,1.0,0.09,0.03,0.0,0.0,20.42,66.47,0.73,47.87,2.94,0.33,0.15,0.09,0.82,0.24,0.09,0.0,100.0,81.82,0.06,0.0,33,1,1,Peru Liga 1,3
Danilo Carando,0.48,0.3,50.0,2.36,0.27,0.0,0.36,0.18,0.0,0.33,0.0,0.15,0.0,0.0,7.06,61.8,1.79,47.06,0.0,0.06,0.0,0.0,0.48,0.21,0.09,0.0,60.71,53.13,0.61,0.7,33,3,4,Peru Liga 1,3
Maximiliano Amondarain,0.0,0.0,100.0,0.58,0.0,0.0,0.92,2.08,0.0,5.31,0.0,0.42,0.04,0.08,29.38,68.59,2.77,47.37,0.0,0.23,0.0,0.0,0.92,0.31,0.23,0.0,57.94,52.6,0.5,1.19,26,2,2,Peru Liga 1,3
Alejandro Ramirez,0.15,0.05,71.05,1.15,0.0,0.0,0.55,0.25,0.0,0.2,0.0,0.3,0.1,0.1,13.1,80.15,4.95,60.0,0.0,0.0,0.0,0.0,0.25,0.05,0.05,0.0,50.0,48.62,0.3,0.6,20,3,3,Peru Liga 1,3
Aldo Corzo,0.04,0.0,43.75,0.54,0.04,0.0,1.81,1.12,0.0,1.77,0.0,0.23,0.08,0.08,32.85,79.74,7.08,40.35,0.0,0.46,0.0,0.0,0.62,0.04,0.23,0.0,44.44,47.56,1.0,1.85,26,3,2,Peru Liga 1,3
Christian Gonzalo Limousin,0.0,0.0,100.0,0.0,0.0,0.0,0.03,0.06,0.0,0.79,0.06,0.03,0.0,0.0,23.61,57.89,1.24,43.39,3.55,0.18,0.18,0.03,1.24,0.18,0.12,0.0,90.0,90.0,0.27,0.03,33,3,1,Peru Liga 1,3
Nelinho Quina,0.17,0.07,70.0,0.72,0.0,0.0,0.9,0.86,0.0,3.41,0.0,0.24,0.0,0.03,37.31,77.45,3.31,43.59,0.0,0.38,0.0,0.0,0.76,0.07,0.24,0.03,62.38,58.03,0.55,1.03,29,3,2,Peru Liga 1,3
Rafael Lutiger,0.14,0.0,0.0,0.62,0.1,0.0,1.0,0.9,0.0,2.33,0.0,0.33,0.05,0.0,25.76,80.96,2.86,51.11,0.0,0.14,0.0,0.0,0.52,0.0,0.19,0.0,57.14,53.77,0.57,0.86,21,1,2,Peru Liga 1,3
Jack Durán,0.16,0.04,54.55,1.6,0.0,0.0,0.72,0.32,0.04,0.2,0.0,0.36,0.24,0.16,27.56,80.7,9.64,59.09,0.0,0.04,0.0,0.0,0.48,0.2,0.2,0.0,33.33,47.79,1.04,0.72,25,3,3,Peru Liga 1,3
Matías Succar,0.21,0.14,50.0,2.5,0.0,0.0,1.0,0.0,0.0,0.21,0.0,0.29,0.07,0.0,15.57,70.18,4.79,80.0,0.0,0.14,0.0,0.0,1.5,0.14,0.14,0.0,55.26,48.18,1.86,1.71,14,1,4,Peru Liga 1,3
Andy Polo,0.04,0.04,54.9,1.7,0.0,0.0,0.52,0.59,0.0,0.56,0.0,0.56,0.11,0.07,27.44,82.46,7.37,59.57,0.0,0.19,0.0,0.0,0.63,0.04,0.07,0.0,18.18,42.94,1.11,0.41,27,2,3,Peru Liga 1,3
